code_commune|surface|type_local|etiquette_dpe|annee_construction|annee_mutation|prix_m2
01419|90|Maison|D||2025|8131
01419|105|Maison|D||2025|4667
01419|90|Maison|F|1898|2025|4067
01419|153|Maison|B|1800|2025|3922
01419|122|Maison|C|2010|2025|5697
01419|145|Maison|D|1930|2025|4138
01419|73|Maison|F|1969|2025|8342
01419|390|Maison|G|1900|2025|2308
01419|136|Maison|B|2021|2025|4621
01419|131|Maison|D|2000|2025|6650
01419|87|Maison|D|2007|2025|5694
01173|68|Appartement|E|2004|2025|3382
01173|42|Appartement|C|2013|2025|5381
01313|48|Appartement|C|2009|2025|5690
01160|71|Appartement|C|1972|2025|4366
01071|115|Maison|D||2025|5643
01419|118|Appartement|C|2002|2025|7627
01419|260|Local industriel. commercial ou assimilé|C|2002|2025|3462
01419|118|Local industriel. commercial ou assimilé|C|2002|2025|7627
01313|91|Maison|C||2025|6691
01173|42|Appartement|C|2008|2025|5571
01071|83|Appartement|D|2006|2025|5663
01281|50|Appartement|D|1972|2025|5440
01173|33|Appartement|C|1990|2025|4242
01354|56|Appartement|F|1974|2025|3692
01281|87|Appartement|C|2021|2025|6149
01160|75|Appartement|E|1987|2025|3867
01419|76|Appartement|C|2012|2025|5224
01173|61|Appartement|C|2014|2025|5018
01354|66|Appartement|C|2014|2025|5303
01354|72|Appartement|C|2015|2025|4792
01354|75|Appartement|D|2013|2025|5133
01173|88|Appartement|D|1990|2025|4403
01173|97|Appartement|C|2015|2025|4691
01419|74|Appartement|C|2014|2025|4507
01160|62|Appartement|D|1989|2025|5565
01419|73|Appartement|D||2025|5041
01160|108|Appartement|C|1989|2025|4148
01071|50|Appartement|C|2010|2025|4200
01313|139|Maison|C|2020|2025|5504
01173|233|Local industriel. commercial ou assimilé|E|1846|2025|3004
01160|62|Appartement|C|2014|2025|6369
01313|60|Appartement|C|2018|2025|6679
01160|23|Local industriel. commercial ou assimilé|F|1985|2025|4087
01160|43|Appartement|F|1972|2025|3140
01071|90|Appartement|C|2011|2025|5201
01281|78|Appartement|C|1990|2025|5756
01071|72|Appartement|C|2019|2025|6215
01173|43|Appartement|C|2013|2025|5000
01160|68|Appartement|C|2020|2025|5809
01160|67|Appartement|F|1979|2025|4030
01173|71|Appartement|C|2012|2025|5070
01173|70|Appartement|E|2008|2025|5286
01071|71|Appartement|C|2008|2025|5141
01313|45|Appartement|E||2025|5000
01173|51|Appartement|E|1997|2025|3725
01173|95|Appartement|D|2012|2025|3158
01173|38|Appartement|C|2008|2025|4895
01419|68|Appartement|D|2009|2025|4653
01401|66|Appartement|G|1982|2025|3712
01354|166|Appartement|B|2015|2025|4669
01173|267|Appartement|E|1850|2025|2940
01313|82|Appartement|D|1973|2025|3829
01071|75|Appartement|C|2006|2025|4160
01354|69|Appartement|D||2025|2558
01160|94|Appartement|D|1880|2025|2660
01160|48|Appartement|C|2015|2025|6550
01071|86|Appartement|D||2025|5174
01160|57|Appartement|D|1989|2025|5965
01313|77|Appartement|C|2013|2025|6104
01419|38|Appartement|D|2009|2025|5000
01419|50|Appartement|C|2012|2025|4755
01354|107|Appartement|E|1975|2025|3318
01160|102|Appartement|C|2006|2025|5392
01160|68|Appartement|D|1975|2025|5000
01160|47|Appartement|C|2025|2025|2520
01419|57|Appartement|D|2009|2025|5140
01160|127|Appartement|C|2000|2025|4370
01281|72|Appartement|C|2015|2025|5334
01313|86|Maison|E|1987|2025|5814
01160|101|Maison|D|1989|2025|5347
01313|70|Appartement|C|2018|2025|6143
01160|68|Appartement|F|1979|2025|4632
01313|60|Appartement|D|2017|2025|6833
01281|95|Appartement|C|2009|2025|4421
01354|70|Appartement|D|2013|2025|5824
01173|59|Appartement|E|1973|2025|4356
01354|61|Appartement|D|2015|2025|5787
01071|73|Appartement|C|1994|2025|5171
01354|95|Appartement|E|1975|2025|3643
01419|116|Appartement|G|1930|2025|3578
01173|45|Appartement|C|2015|2025|5016
01173|67|Appartement|C|2004|2025|4701
01160|49|Local industriel. commercial ou assimilé|C|2015|2025|5714
01354|100|Appartement|D|2001|2025|4420
01354|53|Appartement|C|2012|2025|5472
01173|38|Appartement|D||2025|3921
01173|95|Maison|C|1880|2025|4105
01173|107|Appartement|C|1850|2025|4813
01173|69|Appartement|D|1990|2025|4716
01160|88|Appartement|C|1970|2025|3920
01313|85|Appartement|C|2010|2025|5247
01354|65|Appartement|C|2015|2025|4938
01173|50|Appartement|C|2012|2025|4960
01071|184|Appartement|G||2025|2500
01281|88|Appartement|D|1971|2025|4485
01160|51|Appartement|E|1990|2025|5549
01071|49|Appartement|C|2019|2025|5852
01354|56|Appartement|C|2015|2025|4964
01281|33|Appartement|D|1971|2025|5455
01160|91|Maison|D|1989|2025|4945
01160|60|Appartement|C|2020|2025|6333
01281|67|Appartement|C|2015|2025|5002
01354|133|Appartement|C|2011|2025|4654
01071|70|Appartement|C|2010|2025|4000
01160|35|Appartement|F||2025|4600
01173|37|Appartement|F|1974|2025|3378
01281|108|Appartement|C|2021|2025|6389
01173|55|Appartement|D|1992|2025|4330
01313|43|Appartement|C|2006|2025|5912
01354|53|Appartement|D|1989|2025|4679
01173|62|Appartement|E|1900|2025|4339
01313|92|Maison|C|2003|2025|6739
01419|43|Appartement|D||2025|4884
01071|46|Appartement|D||2025|5022
01160|96|Maison|D|1989|2025|7160
01354|105|Local industriel. commercial ou assimilé|C|2019|2025|3333
01173|69|Appartement|D|1992|2025|4130
01071|89|Appartement|D|2006|2025|5281
01419|84|Appartement|C|2012|2025|4762
01173|47|Appartement|C|1987|2025|3979
01354|57|Appartement|C|2015|2025|5088
01160|44|Appartement|F|1972|2025|3000
01160|82|Appartement|E|1988|2025|3902
01160|56|Appartement|F|1972|2025|3571
01173|49|Appartement|C|1990|2025|4796
01173|65|Appartement|C|2015|2025|4769
01354|42|Appartement|D|1900|2025|7014
01313|46|Appartement|C|2010|2025|5761
01071|140|Maison|D|2002|2025|4599
01160|78|Appartement|F|1979|2025|4276
01419|98|Maison|G|1961|2025|5714
