id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-2164,2025-03-13,000001,Vente,316400,464,,RUE DU BREU,0033,01710,01419,Thoiry,01,,,01419000BN0164,,,14,66.22,,,,,,,,,1,2,Appartement,68,3,,,,,,5.980102,46.232378
2025-2245,2025-03-14,000001,Vente,4560000,,,PRE DE FONTAINE,B119,01710,01419,Thoiry,01,,,01419000AW0025,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,21026,5.988416,46.227629
2025-2245,2025-03-14,000001,Vente,4560000,,,PRE DE FONTAINE,B119,01710,01419,Thoiry,01,,,01419000AW0026,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,17512,5.988692,46.228423
2025-2245,2025-03-14,000001,Vente,4560000,,,PRE DE FONTAINE,B119,01710,01419,Thoiry,01,,,01419000AW0029,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,10707,5.990693,46.227285
2025-2267,2025-03-14,000001,Vente,535000,40,,IMP DE CHAMPAGNE,0045,01710,01419,Thoiry,01,,,01419000BO0584,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,187,5.975633,46.238527
2025-2267,2025-03-14,000001,Vente,535000,,,THOIRY,B150,01710,01419,Thoiry,01,,,01419000BO0587,,,,,,,,,,,,,0,,,,,S,sols,,,6,5.975825,46.23847
2025-2267,2025-03-14,000001,Vente,535000,,,THOIRY,B150,01710,01419,Thoiry,01,,,01419000BO0590,,,,,,,,,,,,,0,,,,,S,sols,,,68,5.975763,46.238448
2025-2267,2025-03-14,000001,Vente,535000,,,THOIRY,B150,01710,01419,Thoiry,01,,,01419000BO0593,,,,,,,,,,,,,0,,,,,S,sols,,,43,5.975598,46.238539
2025-2267,2025-03-14,000001,Vente,535000,,,THOIRY,B150,01710,01419,Thoiry,01,,,01419000BO0594,,,,,,,,,,,,,0,,,,,S,sols,,,53,5.975449,46.238635
2025-2446,2025-03-31,000001,Vente,449000,6066,,RUE DES BATTOIRS,0018,01710,01419,Thoiry,01,,,01419000BV0033,,,36,,61,85.42,,,,,,,2,3,Dépendance,,0,,,,,,5.984779,46.242074
2025-2446,2025-03-31,000001,Vente,449000,6066,,RUE DES BATTOIRS,0018,01710,01419,Thoiry,01,,,01419000BV0033,,,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.984779,46.242074
2025-2446,2025-03-31,000001,Vente,449000,6066,,RUE DES BATTOIRS,0018,01710,01419,Thoiry,01,,,01419000BV0033,,,36,,61,85.42,,,,,,,2,2,Appartement,88,4,,,,,,5.984779,46.242074
2025-2447,2025-03-31,000001,Vente,470000,5001,,RUE DU CLOS DE LA BERGERIE,0017,01710,01419,Thoiry,01,,,01419000AA0074,,,2,114.63,,,,,,,,,1,1,Maison,116,5,,,,,,5.990289,46.252145
2025-2716,2025-02-26,000001,Vente,980000,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0321,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.98474,46.248896
2025-2716,2025-02-26,000001,Vente,980000,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0321,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.98474,46.248896
2025-2716,2025-02-26,000001,Vente,980000,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0321,,,3,201.9,,,,,,,,,1,2,Appartement,149,6,,,,,,5.98474,46.248896
2025-2970,2025-03-17,000001,Vente,190000,464,,RUE DU BREU,0033,01710,01419,Thoiry,01,,,01419000BN0164,,,2,38.32,,,,,,,,,1,2,Appartement,38,2,,,,,,5.980102,46.232378
2025-2970,2025-03-17,000001,Vente,190000,464,,RUE DU BREU,0033,01710,01419,Thoiry,01,,,01419000BN0164,,,46,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.980102,46.232378
2025-2979,2025-04-04,000001,Vente,237735.84,704,,RUE BRIAND STRESEMANN,0038,01710,01419,Thoiry,01,,,01419000BO0444,,,137,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.978623,46.233755
2025-2979,2025-04-04,000001,Vente,237735.84,704,,RUE BRIAND STRESEMANN,0038,01710,01419,Thoiry,01,,,01419000BO0444,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.978623,46.233755
2025-2979,2025-04-04,000001,Vente,237735.84,704,,RUE BRIAND STRESEMANN,0038,01710,01419,Thoiry,01,,,01419000BO0444,,,46,50.4,57,,,,,,,,2,2,Appartement,50,2,,,,,,5.978623,46.233755
2025-3356,2025-04-18,000001,Vente,545600,250,A,RUE DE PIERRAZ FRETTAZ,0282,01710,01419,Thoiry,01,,,01419000BM0168,,,,,,,,,,,,,0,1,Maison,90,4,S,sols,,,359,5.977467,46.229732
2025-3356,2025-04-18,000001,Vente,545600,250,A,RUE DE PIERRAZ FRETTAZ,0282,01710,01419,Thoiry,01,,,01419000BM0168,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,359,5.977467,46.229732
2025-3366,2025-04-18,000001,Vente,490000,38,,RUE DE CRETE,0070,01710,01419,Thoiry,01,,,01419000BD4130,,,,,,,,,,,,,0,1,Maison,135,2,S,sols,,,165,5.965377,46.222429
2025-3366,2025-04-18,000001,Vente,490000,,,FENIERES,B053,01710,01419,Thoiry,01,,,01419000BD4136,,,,,,,,,,,,,0,,,,,S,sols,,,28,5.965336,46.222494
2025-3422,2025-04-14,000001,Vente,779000,32,,RUE DES CHATAIGNIERS,0047,01710,01419,Thoiry,01,,,01419000BE0018,,,,,,,,,,,,,0,1,Maison,140,6,S,sols,,,820,5.967595,46.226032
2025-3508,2025-04-09,000001,Vente,293000,464,,RUE DU BREU,0033,01710,01419,Thoiry,01,,,01419000BN0164,,,4,57.89,,,,,,,,,1,2,Appartement,57,3,,,,,,5.980102,46.232378
2025-3508,2025-04-09,000001,Vente,293000,464,,RUE DU BREU,0033,01710,01419,Thoiry,01,,,01419000BN0164,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.980102,46.232378
2025-3531,2025-03-11,000002,Vente,950000,156,,RUE DU BREU,0033,01710,01419,Thoiry,01,,,01419000BN0226,,,,,,,,,,,,,0,1,Maison,97,5,,,,,,5.980785,46.233429
2025-3571,2025-04-03,000001,Vente,1285183,88,,RUE DU BOUT DES CHAMPS,0028,01710,01419,Thoiry,01,,,01419000AB0057,,,,,,,,,,,,,0,1,Maison,192,8,S,sols,,,1600,5.98635,46.249644
2025-3571,2025-04-03,000001,Vente,1285183,88,,RUE DU BOUT DES CHAMPS,0028,01710,01419,Thoiry,01,,,01419000AB0057,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1600,5.98635,46.249644
2025-3571,2025-04-03,000001,Vente,1285183,88,,RUE DU BOUT DES CHAMPS,0028,01710,01419,Thoiry,01,,,01419000AB0057,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1600,5.98635,46.249644
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0058,,,,,,,,,,,,,0,,,,,S,sols,,,383,5.986191,46.249925
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0058,,,,,,,,,,,,,0,,,,,J,jardins,,,881,5.986191,46.249925
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0058,,,,,,,,,,,,,0,,,,,P,prés,,,3006,5.986191,46.249925
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0059,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,917,5.987146,46.25125
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0059,,,,,,,,,,,,,0,,,,,P,prés,,,8010,5.987146,46.25125
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0060,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,325,5.987394,46.250699
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0060,,,,,,,,,,,,,0,,,,,J,jardins,,,232,5.987394,46.250699
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0060,,,,,,,,,,,,,0,,,,,T,terres,,,1860,5.987394,46.250699
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0061,,,,,,,,,,,,,0,,,,,J,jardins,,,368,5.987572,46.250619
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0061,,,,,,,,,,,,,0,,,,,T,terres,,,1647,5.987572,46.250619
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0061,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,261,5.987572,46.250619
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0062,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,198,5.987898,46.250806
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0062,,,,,,,,,,,,,0,,,,,T,terres,,,1075,5.987898,46.250806
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0063,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,215,5.987933,46.250541
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0063,,,,,,,,,,,,,0,,,,,T,terres,,,1366,5.987933,46.250541
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0064,,,,,,,,,,,,,0,,,,,T,terres,,,796,5.987352,46.250041
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0064,,,,,,,,,,,,,0,,,,,J,jardins,,,136,5.987352,46.250041
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0065,,,,,,,,,,,,,0,,,,,S,sols,,,192,5.987349,46.249915
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0065,,,,,,,,,,,,,0,,,,,T,terres,,,1445,5.987349,46.249915
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0066,,,,,,,,,,,,,0,,,,,T,terres,,,1754,5.986835,46.249598
2025-3571,2025-04-03,000001,Vente,1285183,,,ALLEMOGNE,B003,01710,01419,Thoiry,01,,,01419000AB0066,,,,,,,,,,,,,0,,,,,S,sols,,,853,5.986835,46.249598
2025-3814,2025-04-14,000001,Vente,475000,,,LA COLLONGE,B039,01710,01419,Thoiry,01,,,01419000BE0273,,,,,,,,,,,,,0,,,,,P,prés,,,205,5.966611,46.226142
2025-3814,2025-04-14,000001,Vente,475000,,,LA COLLONGE,B039,01710,01419,Thoiry,01,,,01419000BE0274,,,,,,,,,,,,,0,,,,,P,prés,,,749,5.966848,46.226059
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0410,,,,,,,,,,,,,0,,,,,P,prés,,,203,5.981239,46.244219
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0414,,,,,,,,,,,,,0,,,,,T,terres,,,7,5.981305,46.244304
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0421,,,,,,,,,,,,,0,,,,,P,prés,,,538,5.980867,46.244317
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0426,,,,,,,,,,,,,0,,,,,P,prés,,,187,5.980223,46.244511
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0427,,,,,,,,,,,,,0,,,,,P,prés,,,27,5.979828,46.244588
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0430,,,,,,,,,,,,,0,,,,,P,prés,,,1315,5.980308,46.244394
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0431,,,,,,,,,,,,,0,,,,,P,prés,,,534,5.979663,46.244519
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0434,,,,,,,,,,,,,0,,,,,P,prés,,,1739,5.980392,46.244256
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0435,,,,,,,,,,,,,0,,,,,P,prés,,,449,5.979636,46.24435
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0437,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1803,5.98019,46.244083
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0438,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,604,5.979542,46.244211
2025-3817,2025-05-06,000001,Vente,3334080,,,LES MALLADIERES,B078,01710,01419,Thoiry,01,,,01419000BT0441,,,,,,,,,,,,,0,,,,,P,prés,,,266,5.981143,46.243965
2025-4008,2025-04-24,000001,Vente,196000,81,,PL DE LA MAIRIE,0206,01710,01419,Thoiry,01,,,01419000BN0036,,,113,81.88,94,,,,,,,,2,3,Dépendance,,0,,,,,,5.980747,46.235901
2025-4008,2025-04-24,000001,Vente,196000,81,,PL DE LA MAIRIE,0206,01710,01419,Thoiry,01,,,01419000BN0036,,,113,81.88,94,,,,,,,,2,2,Appartement,81,4,,,,,,5.980747,46.235901
2025-4008,2025-04-24,000001,Vente,196000,83,,PL DE LA MAIRIE,0206,01710,01419,Thoiry,01,,,01419000BN0036,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.980747,46.235901
2025-4008,2025-04-24,000001,Vente,196000,84,,PL DE LA MAIRIE,0206,01710,01419,Thoiry,01,,,01419000BN0036,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.980747,46.235901
2025-4291,2025-05-06,000001,Vente,137000,6067,,LOT FLORALIES,A020,01710,01419,Thoiry,01,,,01419000BN0105,,,602,55.67,,,,,,,,,1,4,Local industriel. commercial ou assimilé,55,0,,,,,,5.98094,46.23207
2025-4362,2025-04-23,000001,Vente,517000,21,,RUE DES BOULEAUX,0025,01710,01419,Thoiry,01,,,01419000BD4145,,,,,,,,,,,,,0,1,Maison,74,3,S,sols,,,276,5.964514,46.222877
2025-4362,2025-04-23,000001,Vente,517000,21,,RUE DES BOULEAUX,0025,01710,01419,Thoiry,01,,,01419000BD4145,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,276,5.964514,46.222877
2025-4362,2025-04-23,000001,Vente,517000,,,PARAY,B100,01710,01419,Thoiry,01,,,01419000BD4147,,,,,,,,,,,,,0,,,,,S,sols,,,73,5.964552,46.223086
2025-4431,2025-05-21,000001,Vente,195000,6067,,LOT FLORALIES,A020,01710,01419,Thoiry,01,,,01419000BN0105,,,306,,325,,,,,,,,2,2,Appartement,52,2,,,,,,5.98094,46.23207
2025-4431,2025-05-21,000001,Vente,195000,6067,,LOT FLORALIES,A020,01710,01419,Thoiry,01,,,01419000BN0105,,,306,,325,,,,,,,,2,3,Dépendance,,0,,,,,,5.98094,46.23207
2025-4748,2025-05-07,000001,Vente,820000,565,,RUE DES MALADIERES,0220,01710,01419,Thoiry,01,,,01419000BT0035,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,576,5.979505,46.245097
2025-4748,2025-05-07,000001,Vente,820000,565,,RUE DES MALADIERES,0220,01710,01419,Thoiry,01,,,01419000BT0035,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,500,5.979505,46.245097
2025-4748,2025-05-07,000001,Vente,820000,565,,RUE DES MALADIERES,0220,01710,01419,Thoiry,01,,,01419000BT0035,,,,,,,,,,,,,0,1,Maison,220,6,S,sols,,,500,5.979505,46.245097
