id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-845,2025-01-16,000001,Vente,147650,226,,RUE DE L'ECOLE,0017,01280,01313,Prévessin-Moëns,01,,,01313000AP0067,,,319,,,,,,,,,,1,2,Appartement,20,1,,,,,,6.071953,46.2494
2025-845,2025-01-16,000001,Vente,147650,226,,RUE DE L'ECOLE,0017,01280,01313,Prévessin-Moëns,01,,,01313000AP0067,,,668,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071953,46.2494
2025-853,2025-01-28,000001,Vente,393600,87,,IMP DES GRANDS CHENES,0454,01280,01313,Prévessin-Moëns,01,,,01313251BI0112,,,17,,,,,,,,,,1,1,Maison,98,5,,,,,,6.09143,46.25377
2025-854,2025-01-21,000002,Vente,707130,130,,CHE DES VIGNES,0119,01280,01313,Prévessin-Moëns,01,,,01313251BL0293,,,,,,,,,,,,,0,1,Maison,206,5,,,,,,6.086674,46.260465
2025-861,2025-01-20,000001,Vente,402680,106,,IMP DES CAPUCINES,0360,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1320,,,,,,,,,,1,2,Appartement,87,5,,,,,,6.07612,46.25153
2025-861,2025-01-20,000001,Vente,402680,493,,RTE DE LA FONTAINE,0041,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1308,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-861,2025-01-20,000001,Vente,402680,106,,IMP DES CAPUCINES,0360,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1320,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-861,2025-01-20,000001,Vente,402680,53,,IMP DES VIOLETTES,0770,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1297,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-861,2025-01-20,000001,Vente,402680,53,,IMP DES VIOLETTES,0770,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1509,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-1031,2025-02-18,000001,Vente,608894,289,,CHE DE L EGLISE,0034,01280,01313,Prévessin-Moëns,01,,,01313000AI0399,,,2,89,,,,,,,,,1,1,Maison,91,4,,,,,,6.078223,46.254194
2025-1031,2025-02-18,000001,Vente,608894,289,,CHE DE L EGLISE,0034,01280,01313,Prévessin-Moëns,01,,,01313000AI0399,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.078223,46.254194
2025-1031,2025-02-18,000001,Vente,608894,289,,CHE DE L EGLISE,0034,01280,01313,Prévessin-Moëns,01,,,01313000AI0399,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.078223,46.254194
2025-1106,2025-02-19,000001,Vente,584000,195,,ALL CARLINE,0365,01280,01313,Prévessin-Moëns,01,,,01313000AZ0109,,,35,,57,126.93,,,,,,,2,3,Dépendance,,0,,,,,,6.070834,46.26444
2025-1106,2025-02-19,000001,Vente,584000,195,,ALL CARLINE,0365,01280,01313,Prévessin-Moëns,01,,,01313000AZ0109,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.070834,46.26444
2025-1106,2025-02-19,000001,Vente,584000,195,,ALL CARLINE,0365,01280,01313,Prévessin-Moëns,01,,,01313000AZ0109,,,35,,57,126.93,,,,,,,2,2,Appartement,125,4,,,,,,6.070834,46.26444
2025-1106,2025-02-19,000001,Vente,584000,195,,ALL CARLINE,0365,01280,01313,Prévessin-Moëns,01,,,01313000AZ0109,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.070834,46.26444
2025-1116,2025-01-31,000001,Vente,20000,85,,IMP DES PLATANES,0086,01280,01313,Prévessin-Moëns,01,,,01313000AO0124,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.076887,46.248588
2025-1136,2025-02-19,000001,Vente,884000,103,,IMP DU LION,0545,01280,01313,Prévessin-Moëns,01,,,01313000BA0086,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,575,6.069448,46.263805
2025-1136,2025-02-19,000001,Vente,884000,103,,IMP DU LION,0545,01280,01313,Prévessin-Moëns,01,,,01313000BA0086,,,,,,,,,,,,,0,1,Maison,151,6,S,sols,,,575,6.069448,46.263805
2025-1136,2025-02-19,000001,Vente,884000,103,,IMP DU LION,0545,01280,01313,Prévessin-Moëns,01,,,01313000BA0086,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,575,6.069448,46.263805
2025-1136,2025-02-19,000001,Vente,884000,103,,IMP DU LION,0545,01280,01313,Prévessin-Moëns,01,,,01313000BA0086,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,575,6.069448,46.263805
2025-1136,2025-02-19,000001,Vente,884000,,,VESEGNIN,B046,01280,01313,Prévessin-Moëns,01,,,01313000BA0088,,,,,,,,,,,,,0,,,,,S,sols,,,881,6.069721,46.264283
2025-1136,2025-02-19,000001,Vente,884000,,,VESEGNIN,B046,01280,01313,Prévessin-Moëns,01,,,01313000BA0089,,,,,,,,,,,,,0,,,,,S,sols,,,10,6.070003,46.264648
2025-1136,2025-02-19,000001,Vente,884000,,,VESEGNIN,B046,01280,01313,Prévessin-Moëns,01,,,01313000BA0090,,,,,,,,,,,,,0,,,,,S,sols,,,38,6.069676,46.264529
2025-1136,2025-02-19,000001,Vente,884000,,,VESEGNIN,B046,01280,01313,Prévessin-Moëns,01,,,01313000BA0091,,,,,,,,,,,,,0,,,,,S,sols,,,108,6.069982,46.26472
2025-1136,2025-02-19,000001,Vente,884000,,,VESEGNIN,B046,01280,01313,Prévessin-Moëns,01,,,01313000BA0092,,,,,,,,,,,,,0,,,,,S,sols,,,142,6.069553,46.264094
2025-1136,2025-02-19,000001,Vente,884000,,,VESEGNIN,B046,01280,01313,Prévessin-Moëns,01,,,01313000BA0100,,,,,,,,,,,,,0,,,,,S,sols,,,144,6.06926,46.2638
2025-1136,2025-02-19,000001,Vente,884000,,,TRESSALES,B045,01280,01313,Prévessin-Moëns,01,,,01313000BA0154,,,,,,,,,,,,,0,,,,,S,sols,,,102,6.069313,46.263645
2025-1165,2025-02-06,000002,Vente,23500,,,LES TATTES,B041,01280,01313,Prévessin-Moëns,01,,,01313000AW0095,,,,,,,,,,,,,0,,,,,S,sols,,,94,6.06641,46.254742
2025-1187,2025-02-03,000001,Vente en l'état futur d'achèvement,408000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,46,14.7,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1187,2025-02-03,000001,Vente en l'état futur d'achèvement,408000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,45,14.7,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1187,2025-02-03,000001,Vente en l'état futur d'achèvement,408000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,8,73.6,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1197,2025-02-06,000001,Vente en l'état futur d'achèvement,390500,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,85,,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1197,2025-02-06,000001,Vente en l'état futur d'achèvement,390500,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,12,,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1198,2025-02-04,000001,Vente,350000,,,RTE DES ALPES,0007,01280,01313,Prévessin-Moëns,01,,,01313251BH0262,,,,,,,,,,,,,0,,,,,S,sols,,,592,6.093909,46.263109
2025-1199,2025-02-14,000001,Vente en l'état futur d'achèvement,470000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,20,,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1199,2025-02-14,000001,Vente en l'état futur d'achèvement,470000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,102,,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1199,2025-02-14,000001,Vente en l'état futur d'achèvement,470000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,38,,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1230,2025-02-17,000001,Vente,405000,29,,CHE DE LA SOURCE,0111,01280,01313,Prévessin-Moëns,01,,,01313251BD0374,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.092572,46.263891
2025-1230,2025-02-17,000001,Vente,405000,29,,CHE DE LA SOURCE,0111,01280,01313,Prévessin-Moëns,01,,,01313251BD0374,,,25,,,,,,,,,,1,2,Appartement,195,6,,,,,,6.092572,46.263891
2025-1284,2025-01-06,000001,Vente,370000,292,,RTE SAINT JEAN,0102,01280,01313,Prévessin-Moëns,01,,,01313251BD0146,,,,,,,,,,,,,0,1,Maison,100,3,S,sols,,,192,6.092763,46.264084
2025-1356,2025-02-20,000001,Vente,690000,77,,IMP DES PLATIERES,0665,01280,01313,Prévessin-Moëns,01,,,01313251BD0127,,,,,,,,,,,,,0,1,Maison,150,5,AG,terrains d'agrément,,,487,6.091172,46.264876
2025-1356,2025-02-20,000001,Vente,690000,77,,IMP DES PLATIERES,0665,01280,01313,Prévessin-Moëns,01,,,01313251BD0127,,,,,,,,,,,,,0,1,Maison,150,5,S,sols,,,393,6.091172,46.264876
2025-1356,2025-02-20,000001,Vente,690000,,,BOVERIE MOENS,B049,01280,01313,Prévessin-Moëns,01,,,01313251BD0241,,,,,,,,,,,,,0,,,,,S,sols,,,237,6.090872,46.264933
2025-1356,2025-02-20,000001,Vente,690000,,,BOVERIE MOENS,B049,01280,01313,Prévessin-Moëns,01,,,01313251BD0242,,,,,,,,,,,,,0,,,,,S,sols,,,473,6.091389,46.265293
2025-1360,2025-01-30,000001,Vente,356377.78,247,,CHE DE PRE DE PLANCHE,0088,01280,01313,Prévessin-Moëns,01,,,01313000AN0139,,,116,,46,77.25,,,,,,,2,1,Maison,77,4,,,,,,6.079956,46.250126
2025-1665,2025-02-21,000001,Vente,267300,61,,CHE DE LA FRUITIERE,0042,01280,01313,Prévessin-Moëns,01,,,01313000AI0001,,,57,40.76,62,,,,,,,,2,2,Appartement,42,2,,,,,,6.077829,46.255115
2025-1665,2025-02-21,000001,Vente,267300,61,,CHE DE LA FRUITIERE,0042,01280,01313,Prévessin-Moëns,01,,,01313000AI0001,,,57,40.76,62,,,,,,,,2,3,Dépendance,,0,,,,,,6.077829,46.255115
2025-1717,2025-02-26,000001,Vente,545000,86,,CHE DE PRE DE PLANCHE,0088,01280,01313,Prévessin-Moëns,01,,,01313000AM0004,,,70,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.080734,46.247642
2025-1717,2025-02-26,000001,Vente,545000,86,,CHE DE PRE DE PLANCHE,0088,01280,01313,Prévessin-Moëns,01,,,01313000AM0004,,,88,115.18,,,,,,,,,1,2,Appartement,116,5,,,,,,6.080734,46.247642
2025-1717,2025-02-26,000001,Vente,545000,86,,CHE DE PRE DE PLANCHE,0088,01280,01313,Prévessin-Moëns,01,,,01313000AM0004,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.080734,46.247642
2025-1789,2025-02-17,000001,Vente,225000,33,,MAIL DU NEUTRINO,0077,01280,01313,Prévessin-Moëns,01,,,01313000AP0075,,,819,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071661,46.250459
2025-1789,2025-02-17,000001,Vente,225000,32,,MAIL DU NEUTRINO,0077,01280,01313,Prévessin-Moëns,01,,,01313000AP0075,,,102,46.08,,,,,,,,,1,2,Appartement,45,2,,,,,,6.071661,46.250459
2025-1790,2025-02-13,000001,Vente,757260,12,,RUE DU MESNIL,0071,01280,01313,Prévessin-Moëns,01,,,01313000AB0336,,,,,,,,,,,,,0,1,Maison,115,4,S,sols,,,417,6.069771,46.281354
2025-1907,2025-02-25,000001,Vente,362000,493,,RTE DE LA FONTAINE,0041,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1523,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-1907,2025-02-25,000001,Vente,362000,129,,IMP DES CAPUCINES,0360,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1379,,,,,,,,,,1,2,Appartement,82,5,,,,,,6.07612,46.25153
2025-1907,2025-02-25,000001,Vente,362000,493,,RTE DE LA FONTAINE,0041,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1369,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-1907,2025-02-25,000001,Vente,362000,129,,IMP DES CAPUCINES,0360,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1379,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-1910,2025-02-27,000001,Vente,407000,226,,RUE DE L'ECOLE,0017,01280,01313,Prévessin-Moëns,01,,,01313000AP0067,,,300,68.13,576,,,,,,,,2,2,Appartement,68,3,,,,,,6.071953,46.2494
2025-1910,2025-02-27,000001,Vente,407000,226,,RUE DE L'ECOLE,0017,01280,01313,Prévessin-Moëns,01,,,01313000AP0067,,,300,68.13,576,,,,,,,,2,3,Dépendance,,0,,,,,,6.071953,46.2494
2025-1910,2025-02-27,000001,Vente,407000,226,,RUE DE L'ECOLE,0017,01280,01313,Prévessin-Moëns,01,,,01313000AP0067,,,631,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071953,46.2494
2025-1910,2025-02-27,000001,Vente,407000,226,,RUE DE L'ECOLE,0017,01280,01313,Prévessin-Moëns,01,,,01313000AP0067,,,478,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071953,46.2494
2025-1910,2025-02-27,000001,Vente,407000,226,,RUE DE L'ECOLE,0017,01280,01313,Prévessin-Moëns,01,,,01313000AP0067,,,465,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071953,46.2494
2025-1967,2025-02-20,000001,Vente en l'état futur d'achèvement,445000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,3,,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1967,2025-02-20,000001,Vente en l'état futur d'achèvement,445000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,34,,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-1968,2025-02-19,000001,Vente,260000,33,,MAIL DU NEUTRINO,0077,01280,01313,Prévessin-Moëns,01,,,01313000AP0075,,,308,,,,,,,,,,1,2,Appartement,50,2,,,,,,6.071661,46.250459
2025-1968,2025-02-19,000001,Vente,260000,33,,MAIL DU NEUTRINO,0077,01280,01313,Prévessin-Moëns,01,,,01313000AP0075,,,508,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.071661,46.250459
2025-2007,2025-03-06,000001,Vente en l'état futur d'achèvement,570000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,37,26.9,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-2007,2025-03-06,000001,Vente en l'état futur d'achèvement,570000,,,IMP DU MANDEMENT,0058,01280,01313,Prévessin-Moëns,01,,,01313000AW0078,,,21,281.3,,,,,,,,,1,,,,,,,,,,6.067046,46.254102
2025-2151,2025-03-17,000001,Vente,490000,29,,CHE DE LA SOURCE,0111,01280,01313,Prévessin-Moëns,01,,,01313251BD0374,,,33,,,,,,,,,,1,2,Appartement,115,4,,,,,,6.092572,46.263891
2025-2151,2025-03-17,000001,Vente,490000,29,,CHE DE LA SOURCE,0111,01280,01313,Prévessin-Moëns,01,,,01313251BD0374,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.092572,46.263891
2025-2462,2025-03-27,000001,Vente,410000,669,,RTE BELLEVUE,0018,01280,01313,Prévessin-Moëns,01,,,01313000AE0074,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,595,6.081204,46.260432
2025-2462,2025-03-27,000001,Vente,410000,,,RTE BELLEVUE,0018,01280,01313,Prévessin-Moëns,01,,,01313000AE0075,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,252,6.081206,46.260547
2025-2463,2025-03-27,000001,Vente,420000,687,,RTE BELLEVUE,0018,01280,01313,Prévessin-Moëns,01,,,01313000AE0076,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,638,6.081402,46.260587
2025-2534,2025-03-21,000001,Vente,312000,247,,CHE DE PRE DE PLANCHE,0088,01280,01313,Prévessin-Moëns,01,,,01313000AN0139,,,126,,22,62.1,,,,,,,2,1,Maison,61,3,,,,,,6.079956,46.250126
2025-2534,2025-03-21,000001,Vente,312000,247,,CHE DE PRE DE PLANCHE,0088,01280,01313,Prévessin-Moëns,01,,,01313000AN0139,,,126,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.079956,46.250126
2025-2587,2025-03-17,000001,Vente,314000,493,,RTE DE LA FONTAINE,0041,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1143,82.85,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-2587,2025-03-17,000001,Vente,314000,493,,RTE DE LA FONTAINE,0041,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1135,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-2587,2025-03-17,000001,Vente,314000,195,,ALL DU GRAND PRE,0448,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1147,,,,,,,,,,1,2,Appartement,82,5,,,,,,6.07612,46.25153
2025-2587,2025-03-17,000001,Vente,314000,53,,IMP DES VIOLETTES,0770,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1435,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-2587,2025-03-17,000001,Vente,314000,195,,ALL DU GRAND PRE,0448,01280,01313,Prévessin-Moëns,01,,,01313000AN0119,,,1147,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.07612,46.25153
2025-2691,2025-03-26,000001,Vente,500000,52,,CHE DU COLOMBY,0415,01280,01313,Prévessin-Moëns,01,,,01313000AY0037,,,234,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.068872,46.255802
2025-2691,2025-03-26,000001,Vente,500000,,,RUE DE CHANTEPIE,0016,01280,01313,Prévessin-Moëns,01,,,01313000AY0037,,,375,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.068872,46.255802
2025-2691,2025-03-26,000001,Vente,500000,52,,CHE DU COLOMBY,0415,01280,01313,Prévessin-Moëns,01,,,01313000AY0037,,,261,,79,120.72,,,,,,,2,2,Appartement,123,5,,,,,,6.068872,46.255802
2025-2691,2025-03-26,000001,Vente,500000,52,,CHE DU COLOMBY,0415,01280,01313,Prévessin-Moëns,01,,,01313000AY0037,,,261,,79,120.72,,,,,,,2,3,Dépendance,,0,,,,,,6.068872,46.255802
2025-2691,2025-03-26,000001,Vente,500000,,,RUE DE CHANTEPIE,0016,01280,01313,Prévessin-Moëns,01,,,01313000AY0037,,,387,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.068872,46.255802
2025-2777,2025-04-02,000001,Vente,405000,29,,CHE DE LA SOURCE,0111,01280,01313,Prévessin-Moëns,01,,,01313251BD0374,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.092572,46.263891
2025-2777,2025-04-02,000001,Vente,405000,29,,CHE DE LA SOURCE,0111,01280,01313,Prévessin-Moëns,01,,,01313251BD0374,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.092572,46.263891
2025-2777,2025-04-02,000001,Vente,405000,29,,CHE DE LA SOURCE,0111,01280,01313,Prévessin-Moëns,01,,,01313251BD0374,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.092572,46.263891
2025-2777,2025-04-02,000001,Vente,405000,29,,CHE DE LA SOURCE,0111,01280,01313,Prévessin-Moëns,01,,,01313251BD0374,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.092572,46.263891
2025-2777,2025-04-02,000001,Vente,405000,29,,CHE DE LA SOURCE,0111,01280,01313,Prévessin-Moëns,01,,,01313251BD0374,,,23,104.48,,,,,,,,,1,2,Appartement,104,4,,,,,,6.092572,46.263891
2025-2787,2025-04-02,000001,Vente,390000,247,,CHE DE PRE DE PLANCHE,0088,01280,01313,Prévessin-Moëns,01,,,01313000AN0139,,,2,79.35,87,,,,,,,,2,1,Maison,77,4,,,,,,6.079956,46.250126
