id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-22,2025-01-07,000001,Vente,15000,,,VERS LA JONCTION,B063,01630,01354,Saint-Genis-Pouilly,01,,,01354000BI0003,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,1269,6.017291,46.234655
2025-22,2025-01-07,000001,Vente,15000,,,VERS LA JONCTION,B063,01630,01354,Saint-Genis-Pouilly,01,,,01354000BI0003,,,,,,,,,,,,,0,,,,,T,terres,,,6082,6.017291,46.234655
2025-22,2025-01-07,000001,Vente,15000,,,VERS LA JONCTION,B063,01630,01354,Saint-Genis-Pouilly,01,,,01354000BI0006,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,738,6.018303,46.236473
2025-52,2025-01-08,000001,Vente,346100,5,,RUE DE LA PRAIRIE,0205,01630,01354,Saint-Genis-Pouilly,01,,,01354000AX0158,,,514,89.91,,,,,,,,,1,2,Appartement,95,4,,,,,,6.028108,46.244816
2025-52,2025-01-08,000001,Vente,346100,1,B,RUE DE LA PRAIRIE,0205,01630,01354,Saint-Genis-Pouilly,01,,,01354000AX0158,,,1060,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.028108,46.244816
2025-52,2025-01-08,000001,Vente,346100,5,,RUE DE LA PRAIRIE,0205,01630,01354,Saint-Genis-Pouilly,01,,,01354000AX0158,,,532,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.028108,46.244816
2025-72,2025-01-07,000001,Vente,20000,100,,RUE NELSON MANDELA,0183,01630,01354,Saint-Genis-Pouilly,01,,,01354000AY0169,,,60,,,,,,,,,,1,3,Dépendance,,0,,,,,,6.030145,46.250476
2025-91,2025-01-03,000001,Vente,78296,,,LES COMBES,B013,01630,01354,Saint-Genis-Pouilly,01,,,013540000A0306,,,,,,,,,,,,,0,,,,,T,terres,,,4620,6.037049,46.265616
2025-91,2025-01-03,000001,Vente,78296,,,LE MACLONAY,B034,01630,01354,Saint-Genis-Pouilly,01,,,013540000A0559,,,,,,,,,,,,,0,,,,,P,prés,,,4397,6.049862,46.267172
2025-91,2025-01-03,000001,Vente,78296,,,LE MACLONAY,B034,01630,01354,Saint-Genis-Pouilly,01,,,013540000A0573,,,,,,,,,,,,,0,,,,,T,terres,,,3896,6.048498,46.270375
